# Time [s],Mass [Kg/kg],BT [C],FT [C]
1.05000000000E+03,7.33808700000E-01,4.55269620000E+02,4.65475040000E+02
1.05000000000E+03,7.33808700000E-01,4.55269620000E+02,4.65475040000E+02
1.05000000000E+03,7.33808700000E-01,4.55269620000E+02,4.65475040000E+02
1.05000000000E+03,7.33808700000E-01,4.55269620000E+02,4.65475040000E+02
1.05000000000E+03,7.33808700000E-01,4.55269620000E+02,4.65475040000E+02
1.05000000000E+03,7.33808700000E-01,4.55269620000E+02,4.65475040000E+02
1.05000000000E+03,7.33808700000E-01,4.55269620000E+02,4.65475040000E+02
1.05000000000E+03,7.33808700000E-01,4.55269620000E+02,4.65475040000E+02
1.05000000000E+03,7.33808700000E-01,4.55269620000E+02,4.65475040000E+02
1.06000000000E+03,7.33808700000E-01,4.56432100000E+02,4.65971560000E+02
1.06000000000E+03,7.33808700000E-01,4.56432100000E+02,4.65971560000E+02
1.06000000000E+03,7.33808700000E-01,4.56432100000E+02,4.65971560000E+02
1.06000000000E+03,7.33808700000E-01,4.56432100000E+02,4.65971560000E+02
1.06000000000E+03,7.33808700000E-01,4.56432100000E+02,4.65971560000E+02
1.06000000000E+03,7.33808700000E-01,4.56432100000E+02,4.65971560000E+02
1.06000000000E+03,7.33808700000E-01,4.56432100000E+02,4.65971560000E+02
1.06000000000E+03,7.33808700000E-01,4.56432100000E+02,4.65971560000E+02
1.06000000000E+03,7.33808700000E-01,4.56432100000E+02,4.65971560000E+02
1.06000000000E+03,7.33808700000E-01,4.56432100000E+02,4.65971560000E+02
1.07000000000E+03,7.33808700000E-01,4.57542300000E+02,4.66445010000E+02
1.07000000000E+03,7.33808700000E-01,4.57542300000E+02,4.66445010000E+02
1.07000000000E+03,7.33808700000E-01,4.57542300000E+02,4.66445010000E+02
1.07000000000E+03,7.33808700000E-01,4.57542300000E+02,4.66445010000E+02
1.07000000000E+03,7.33808700000E-01,4.57542300000E+02,4.66445010000E+02
1.07000000000E+03,7.33808700000E-01,4.57542300000E+02,4.66445010000E+02
1.07000000000E+03,7.33808700000E-01,4.57542300000E+02,4.66445010000E+02
1.07000000000E+03,7.33808700000E-01,4.57542300000E+02,4.66445010000E+02
1.07000000000E+03,7.33808700000E-01,4.57542300000E+02,4.66445010000E+02
1.07000000000E+03,7.33808700000E-01,4.57542300000E+02,4.66445010000E+02
1.08000000000E+03,7.33808700000E-01,4.58602480000E+02,4.66897610000E+02
1.08000000000E+03,7.33808700000E-01,4.58602480000E+02,4.66897610000E+02
1.08000000000E+03,7.33808700000E-01,4.58602480000E+02,4.66897610000E+02
1.08000000000E+03,7.33808700000E-01,4.58602480000E+02,4.66897610000E+02
1.08000000000E+03,7.33808700000E-01,4.58602480000E+02,4.66897610000E+02
1.08000000000E+03,7.33808700000E-01,4.58602480000E+02,4.66897610000E+02
1.08000000000E+03,7.33808700000E-01,4.58602480000E+02,4.66897610000E+02
1.08000000000E+03,7.33808700000E-01,4.58602480000E+02,4.66897610000E+02
1.08000000000E+03,7.33808700000E-01,4.58602480000E+02,4.66897610000E+02
1.08000000000E+03,7.33808700000E-01,4.58602480000E+02,4.66897610000E+02
1.09000000000E+03,7.33808700000E-01,4.59614840000E+02,4.67329770000E+02
1.09000000000E+03,7.33808700000E-01,4.59614840000E+02,4.67329770000E+02
1.09000000000E+03,7.33808700000E-01,4.59614840000E+02,4.67329770000E+02
1.09000000000E+03,7.33808700000E-01,4.59614840000E+02,4.67329770000E+02
1.09000000000E+03,7.33808700000E-01,4.59614840000E+02,4.67329770000E+02
1.09000000000E+03,7.33808700000E-01,4.59614840000E+02,4.67329770000E+02
1.09000000000E+03,7.33808700000E-01,4.59614840000E+02,4.67329770000E+02
1.09000000000E+03,7.33808700000E-01,4.59614840000E+02,4.67329770000E+02
1.09000000000E+03,7.33808700000E-01,4.59614840000E+02,4.67329770000E+02
1.09000000000E+03,7.33808700000E-01,4.59614840000E+02,4.67329770000E+02
1.10000000000E+03,7.33808700000E-01,4.60581510000E+02,4.67742460000E+02
1.10000000000E+03,7.33808700000E-01,4.60581510000E+02,4.67742460000E+02
1.10000000000E+03,7.33808700000E-01,4.60581510000E+02,4.67742460000E+02
1.10000000000E+03,7.33808700000E-01,4.60581510000E+02,4.67742460000E+02
1.10000000000E+03,7.33808700000E-01,4.60581510000E+02,4.67742460000E+02
1.10000000000E+03,7.33808700000E-01,4.60581510000E+02,4.67742460000E+02
1.10000000000E+03,7.33808700000E-01,4.60581510000E+02,4.67742460000E+02
1.10000000000E+03,7.33808700000E-01,4.60581510000E+02,4.67742460000E+02
1.10000000000E+03,7.33808700000E-01,4.60581510000E+02,4.67742460000E+02
1.10000000000E+03,7.33808700000E-01,4.60581510000E+02,4.67742460000E+02
1.11000000000E+03,7.33808700000E-01,4.61504550000E+02,4.68136810000E+02
1.11000000000E+03,7.33808700000E-01,4.61504550000E+02,4.68136810000E+02
1.11000000000E+03,7.33808700000E-01,4.61504550000E+02,4.68136810000E+02
1.11000000000E+03,7.33808700000E-01,4.61504550000E+02,4.68136810000E+02
1.11000000000E+03,7.33808700000E-01,4.61504550000E+02,4.68136810000E+02
1.11000000000E+03,7.33808700000E-01,4.61504550000E+02,4.68136810000E+02
1.11000000000E+03,7.33808700000E-01,4.61504550000E+02,4.68136810000E+02
1.11000000000E+03,7.33808700000E-01,4.61504550000E+02,4.68136810000E+02
1.11000000000E+03,7.33808700000E-01,4.61504550000E+02,4.68136810000E+02
1.11000000000E+03,7.33808700000E-01,4.61504550000E+02,4.68136810000E+02
1.12000000000E+03,7.33808700000E-01,4.62385830000E+02,4.68513400000E+02
1.12000000000E+03,7.33808700000E-01,4.62385830000E+02,4.68513400000E+02
1.12000000000E+03,7.33808700000E-01,4.62385830000E+02,4.68513400000E+02
1.12000000000E+03,7.33808700000E-01,4.62385830000E+02,4.68513400000E+02
1.12000000000E+03,7.33808700000E-01,4.62385830000E+02,4.68513400000E+02
1.12000000000E+03,7.33808700000E-01,4.62385830000E+02,4.68513400000E+02
1.12000000000E+03,7.33808700000E-01,4.62385830000E+02,4.68513400000E+02
1.12000000000E+03,7.33808700000E-01,4.62385830000E+02,4.68513400000E+02
1.12000000000E+03,7.33808700000E-01,4.62385830000E+02,4.68513400000E+02
1.12000000000E+03,7.33808700000E-01,4.62385830000E+02,4.68513400000E+02
1.13000000000E+03,7.33808700000E-01,4.63227230000E+02,4.68873110000E+02
1.13000000000E+03,7.33808700000E-01,4.63227230000E+02,4.68873110000E+02
1.13000000000E+03,7.33808700000E-01,4.63227230000E+02,4.68873110000E+02
1.13000000000E+03,7.33808700000E-01,4.63227230000E+02,4.68873110000E+02
1.13000000000E+03,7.33808700000E-01,4.63227230000E+02,4.68873110000E+02
1.13000000000E+03,7.33808700000E-01,4.63227230000E+02,4.68873110000E+02
1.13000000000E+03,7.33808700000E-01,4.63227230000E+02,4.68873110000E+02
1.13000000000E+03,7.33808700000E-01,4.63227230000E+02,4.68873110000E+02
1.13000000000E+03,7.33808700000E-01,4.63227230000E+02,4.68873110000E+02
1.13000000000E+03,7.33808700000E-01,4.63227230000E+02,4.68873110000E+02
1.14000000000E+03,7.33808700000E-01,4.64030520000E+02,4.69216580000E+02
1.14000000000E+03,7.33808700000E-01,4.64030520000E+02,4.69216580000E+02
1.14000000000E+03,7.33808700000E-01,4.64030520000E+02,4.69216580000E+02
1.14000000000E+03,7.33808700000E-01,4.64030520000E+02,4.69216580000E+02
1.14000000000E+03,7.33808700000E-01,4.64030520000E+02,4.69216580000E+02
1.14000000000E+03,7.33808700000E-01,4.64030520000E+02,4.69216580000E+02
1.14000000000E+03,7.33808700000E-01,4.64030520000E+02,4.69216580000E+02
1.14000000000E+03,7.33808700000E-01,4.64030520000E+02,4.69216580000E+02
1.14000000000E+03,7.33808700000E-01,4.64030520000E+02,4.69216580000E+02
1.14000000000E+03,7.33808700000E-01,4.64030520000E+02,4.69216580000E+02
1.15000000000E+03,7.33808700000E-01,4.64797360000E+02,4.69544430000E+02
1.15000000000E+03,7.33808700000E-01,4.64797360000E+02,4.69544430000E+02
1.15000000000E+03,7.33808700000E-01,4.64797360000E+02,4.69544430000E+02
1.15000000000E+03,7.33808700000E-01,4.64797360000E+02,4.69544430000E+02
1.15000000000E+03,7.33808700000E-01,4.64797360000E+02,4.69544430000E+02
1.15000000000E+03,7.33808700000E-01,4.64797360000E+02,4.69544430000E+02
1.15000000000E+03,7.33808700000E-01,4.64797360000E+02,4.69544430000E+02
1.15000000000E+03,7.33808700000E-01,4.64797360000E+02,4.69544430000E+02
1.15000000000E+03,7.33808700000E-01,4.64797360000E+02,4.69544430000E+02
1.15000000000E+03,7.33808700000E-01,4.64797360000E+02,4.69544430000E+02
1.16000000000E+03,7.33808700000E-01,4.65529450000E+02,4.69856840000E+02
1.16000000000E+03,7.33808700000E-01,4.65529450000E+02,4.69856840000E+02
1.16000000000E+03,7.33808700000E-01,4.65529450000E+02,4.69856840000E+02
1.16000000000E+03,7.33808700000E-01,4.65529450000E+02,4.69856840000E+02
1.16000000000E+03,7.33808700000E-01,4.65529450000E+02,4.69856840000E+02
1.16000000000E+03,7.33808700000E-01,4.65529450000E+02,4.69856840000E+02
1.16000000000E+03,7.33808700000E-01,4.65529450000E+02,4.69856840000E+02
1.16000000000E+03,7.33808700000E-01,4.65529450000E+02,4.69856840000E+02
1.16000000000E+03,7.33808700000E-01,4.65529450000E+02,4.69856840000E+02
1.16000000000E+03,7.33808700000E-01,4.65529450000E+02,4.69856840000E+02
1.17000000000E+03,7.33808700000E-01,4.66228270000E+02,4.70156010000E+02
1.17000000000E+03,7.33808700000E-01,4.66228270000E+02,4.70156010000E+02
1.17000000000E+03,7.33808700000E-01,4.66228270000E+02,4.70156010000E+02
1.17000000000E+03,7.33808700000E-01,4.66228270000E+02,4.70156010000E+02
1.17000000000E+03,7.33808700000E-01,4.66228270000E+02,4.70156010000E+02
1.17000000000E+03,7.33808700000E-01,4.66228270000E+02,4.70156010000E+02
1.17000000000E+03,7.33808700000E-01,4.66228270000E+02,4.70156010000E+02
1.17000000000E+03,7.33808700000E-01,4.66228270000E+02,4.70156010000E+02
1.17000000000E+03,7.33808700000E-01,4.66228270000E+02,4.70156010000E+02
1.17000000000E+03,7.33808700000E-01,4.66228270000E+02,4.70156010000E+02
1.18000000000E+03,7.33808700000E-01,4.66895290000E+02,4.70441650000E+02
1.18000000000E+03,7.33808700000E-01,4.66895290000E+02,4.70441650000E+02
1.18000000000E+03,7.33808700000E-01,4.66895290000E+02,4.70441650000E+02
1.18000000000E+03,7.33808700000E-01,4.66895290000E+02,4.70441650000E+02
1.18000000000E+03,7.33808700000E-01,4.66895290000E+02,4.70441650000E+02
1.18000000000E+03,7.33808700000E-01,4.66895290000E+02,4.70441650000E+02
1.18000000000E+03,7.33808700000E-01,4.66895290000E+02,4.70441650000E+02
1.18000000000E+03,7.33808700000E-01,4.66895290000E+02,4.70441650000E+02
1.18000000000E+03,7.33808700000E-01,4.66895290000E+02,4.70441650000E+02
1.18000000000E+03,7.33808700000E-01,4.66895290000E+02,4.70441650000E+02
1.19000000000E+03,7.33808700000E-01,4.67532010000E+02,4.70714200000E+02
1.19000000000E+03,7.33808700000E-01,4.67532010000E+02,4.70714200000E+02
1.19000000000E+03,7.33808700000E-01,4.67532010000E+02,4.70714200000E+02
1.19000000000E+03,7.33808700000E-01,4.67532010000E+02,4.70714200000E+02
1.19000000000E+03,7.33808700000E-01,4.67532010000E+02,4.70714200000E+02
1.19000000000E+03,7.33808700000E-01,4.67532010000E+02,4.70714200000E+02
1.19000000000E+03,7.33808700000E-01,4.67532010000E+02,4.70714200000E+02
1.19000000000E+03,7.33808700000E-01,4.67532010000E+02,4.70714200000E+02
1.19000000000E+03,7.33808700000E-01,4.67532010000E+02,4.70714200000E+02
1.19000000000E+03,7.33808700000E-01,4.67532010000E+02,4.70714200000E+02
1.20000000000E+03,7.33808700000E-01,4.68139770000E+02,4.70973630000E+02
1.20000000000E+03,7.33808700000E-01,4.68139770000E+02,4.70973630000E+02
1.20000000000E+03,7.33808700000E-01,4.68139770000E+02,4.70973630000E+02
1.20000000000E+03,7.33808700000E-01,4.68139770000E+02,4.70973630000E+02
1.20000000000E+03,7.33808700000E-01,4.68139770000E+02,4.70973630000E+02
1.20000000000E+03,7.33808700000E-01,4.68139770000E+02,4.70973630000E+02
1.20000000000E+03,7.33808700000E-01,4.68139770000E+02,4.70973630000E+02
1.20000000000E+03,7.33808700000E-01,4.68139770000E+02,4.70973630000E+02
1.20000000000E+03,7.33808700000E-01,4.68139770000E+02,4.70973630000E+02
1.20000000000E+03,7.33808700000E-01,4.68139770000E+02,4.70973630000E+02
1.21000000000E+03,7.33808700000E-01,4.68719850000E+02,4.71222350000E+02
1.21000000000E+03,7.33808700000E-01,4.68719850000E+02,4.71222350000E+02
1.21000000000E+03,7.33808700000E-01,4.68719850000E+02,4.71222350000E+02
1.21000000000E+03,7.33808700000E-01,4.68719850000E+02,4.71222350000E+02
1.21000000000E+03,7.33808700000E-01,4.68719850000E+02,4.71222350000E+02
1.21000000000E+03,7.33808700000E-01,4.68719850000E+02,4.71222350000E+02
1.21000000000E+03,7.33808700000E-01,4.68719850000E+02,4.71222350000E+02
1.21000000000E+03,7.33808700000E-01,4.68719850000E+02,4.71222350000E+02
1.21000000000E+03,7.33808700000E-01,4.68719850000E+02,4.71222350000E+02
1.21000000000E+03,7.33808700000E-01,4.68719850000E+02,4.71222350000E+02
1.22000000000E+03,7.33808700000E-01,4.69273470000E+02,4.71458680000E+02
1.22000000000E+03,7.33808700000E-01,4.69273470000E+02,4.71458680000E+02
1.22000000000E+03,7.33808700000E-01,4.69273470000E+02,4.71458680000E+02
1.22000000000E+03,7.33808700000E-01,4.69273470000E+02,4.71458680000E+02
1.22000000000E+03,7.33808700000E-01,4.69273470000E+02,4.71458680000E+02
1.22000000000E+03,7.33808700000E-01,4.69273470000E+02,4.71458680000E+02
1.22000000000E+03,7.33808700000E-01,4.69273470000E+02,4.71458680000E+02
1.22000000000E+03,7.33808700000E-01,4.69273470000E+02,4.71458680000E+02
1.22000000000E+03,7.33808700000E-01,4.69273470000E+02,4.71458680000E+02
1.22000000000E+03,7.33808700000E-01,4.69273470000E+02,4.71458680000E+02
1.23000000000E+03,7.33808700000E-01,4.69801850000E+02,4.71685240000E+02
1.23000000000E+03,7.33808700000E-01,4.69801850000E+02,4.71685240000E+02
1.23000000000E+03,7.33808700000E-01,4.69801850000E+02,4.71685240000E+02
1.23000000000E+03,7.33808700000E-01,4.69801850000E+02,4.71685240000E+02
1.23000000000E+03,7.33808700000E-01,4.69801850000E+02,4.71685240000E+02
1.23000000000E+03,7.33808700000E-01,4.69801850000E+02,4.71685240000E+02
1.23000000000E+03,7.33808700000E-01,4.69801850000E+02,4.71685240000E+02
1.23000000000E+03,7.33808700000E-01,4.69801850000E+02,4.71685240000E+02
1.23000000000E+03,7.33808700000E-01,4.69801850000E+02,4.71685240000E+02
1.23000000000E+03,7.33808700000E-01,4.69801850000E+02,4.71685240000E+02
1.24000000000E+03,7.33808700000E-01,4.70306150000E+02,4.71901490000E+02
1.24000000000E+03,7.33808700000E-01,4.70306150000E+02,4.71901490000E+02
1.24000000000E+03,7.33808700000E-01,4.70306150000E+02,4.71901490000E+02
1.24000000000E+03,7.33808700000E-01,4.70306150000E+02,4.71901490000E+02
1.24000000000E+03,7.33808700000E-01,4.70306150000E+02,4.71901490000E+02
1.24000000000E+03,7.33808700000E-01,4.70306150000E+02,4.71901490000E+02
1.24000000000E+03,7.33808700000E-01,4.70306150000E+02,4.71901490000E+02
1.24000000000E+03,7.33808700000E-01,4.70306150000E+02,4.71901490000E+02
1.24000000000E+03,7.33808700000E-01,4.70306150000E+02,4.71901490000E+02
1.24000000000E+03,7.33808700000E-01,4.70306150000E+02,4.71901490000E+02
1.25000000000E+03,7.33808700000E-01,4.70787380000E+02,4.72107090000E+02
1.25000000000E+03,7.33808700000E-01,4.70787380000E+02,4.72107090000E+02
1.25000000000E+03,7.33808700000E-01,4.70787380000E+02,4.72107090000E+02
1.25000000000E+03,7.33808700000E-01,4.70787380000E+02,4.72107090000E+02
1.25000000000E+03,7.33808700000E-01,4.70787380000E+02,4.72107090000E+02
1.25000000000E+03,7.33808700000E-01,4.70787380000E+02,4.72107090000E+02
1.25000000000E+03,7.33808700000E-01,4.70787380000E+02,4.72107090000E+02
1.25000000000E+03,7.33808700000E-01,4.70787380000E+02,4.72107090000E+02
1.25000000000E+03,7.33808700000E-01,4.70787380000E+02,4.72107090000E+02
1.25000000000E+03,7.33808700000E-01,4.70787380000E+02,4.72107090000E+02
1.26000000000E+03,7.33808700000E-01,4.71246670000E+02,4.72304200000E+02
1.26000000000E+03,7.33808700000E-01,4.71246670000E+02,4.72304200000E+02
1.26000000000E+03,7.33808700000E-01,4.71246670000E+02,4.72304200000E+02
1.26000000000E+03,7.33808700000E-01,4.71246670000E+02,4.72304200000E+02
1.26000000000E+03,7.33808700000E-01,4.71246670000E+02,4.72304200000E+02
1.26000000000E+03,7.33808700000E-01,4.71246670000E+02,4.72304200000E+02
1.26000000000E+03,7.33808700000E-01,4.71246670000E+02,4.72304200000E+02
1.26000000000E+03,7.33808700000E-01,4.71246670000E+02,4.72304200000E+02
1.26000000000E+03,7.33808700000E-01,4.71246670000E+02,4.72304200000E+02
1.26000000000E+03,7.33808700000E-01,4.71246670000E+02,4.72304200000E+02
1.27000000000E+03,7.33808700000E-01,4.71684970000E+02,4.72491490000E+02
1.27000000000E+03,7.33808700000E-01,4.71684970000E+02,4.72491490000E+02
1.27000000000E+03,7.33808700000E-01,4.71684970000E+02,4.72491490000E+02
1.27000000000E+03,7.33808700000E-01,4.71684970000E+02,4.72491490000E+02
1.27000000000E+03,7.33808700000E-01,4.71684970000E+02,4.72491490000E+02
1.27000000000E+03,7.33808700000E-01,4.71684970000E+02,4.72491490000E+02
1.27000000000E+03,7.33808700000E-01,4.71684970000E+02,4.72491490000E+02
1.27000000000E+03,7.33808700000E-01,4.71684970000E+02,4.72491490000E+02
1.27000000000E+03,7.33808700000E-01,4.71684970000E+02,4.72491490000E+02
1.27000000000E+03,7.33808700000E-01,4.71684970000E+02,4.72491490000E+02
1.28000000000E+03,7.33808700000E-01,4.72103210000E+02,4.72671170000E+02
1.28000000000E+03,7.33808700000E-01,4.72103210000E+02,4.72671170000E+02
1.28000000000E+03,7.33808700000E-01,4.72103210000E+02,4.72671170000E+02
1.28000000000E+03,7.33808700000E-01,4.72103210000E+02,4.72671170000E+02
1.28000000000E+03,7.33808700000E-01,4.72103210000E+02,4.72671170000E+02
1.28000000000E+03,7.33808700000E-01,4.72103210000E+02,4.72671170000E+02
1.28000000000E+03,7.33808700000E-01,4.72103210000E+02,4.72671170000E+02
1.28000000000E+03,7.33808700000E-01,4.72103210000E+02,4.72671170000E+02
1.28000000000E+03,7.33808700000E-01,4.72103210000E+02,4.72671170000E+02
1.28000000000E+03,7.33808700000E-01,4.72103210000E+02,4.72671170000E+02
1.29000000000E+03,7.33808700000E-01,4.72502350000E+02,4.72841710000E+02
1.29000000000E+03,7.33808700000E-01,4.72502350000E+02,4.72841710000E+02
1.29000000000E+03,7.33808700000E-01,4.72502350000E+02,4.72841710000E+02
1.29000000000E+03,7.33808700000E-01,4.72502350000E+02,4.72841710000E+02
1.29000000000E+03,7.33808700000E-01,4.72502350000E+02,4.72841710000E+02
1.29000000000E+03,7.33808700000E-01,4.72502350000E+02,4.72841710000E+02
1.29000000000E+03,7.33808700000E-01,4.72502350000E+02,4.72841710000E+02
1.29000000000E+03,7.33808700000E-01,4.72502350000E+02,4.72841710000E+02
1.29000000000E+03,7.33808700000E-01,4.72502350000E+02,4.72841710000E+02
1.29000000000E+03,7.33808700000E-01,4.72502350000E+02,4.72841710000E+02
1.30000000000E+03,7.33808700000E-01,4.72883210000E+02,4.73004430000E+02
1.30000000000E+03,7.33808700000E-01,4.72883210000E+02,4.73004430000E+02
1.30000000000E+03,7.33808700000E-01,4.72883210000E+02,4.73004430000E+02
1.30000000000E+03,7.33808700000E-01,4.72883210000E+02,4.73004430000E+02
1.30000000000E+03,7.33808700000E-01,4.72883210000E+02,4.73004430000E+02
1.30000000000E+03,7.33808700000E-01,4.72883210000E+02,4.73004430000E+02
1.30000000000E+03,7.33808700000E-01,4.72883210000E+02,4.73004430000E+02
1.30000000000E+03,7.33808700000E-01,4.72883210000E+02,4.73004430000E+02
1.30000000000E+03,7.33808700000E-01,4.72883210000E+02,4.73004430000E+02
1.30000000000E+03,7.33808700000E-01,4.72883210000E+02,4.73004430000E+02
1.31000000000E+03,7.33808700000E-01,4.73246640000E+02,4.73160800000E+02
1.31000000000E+03,7.33808700000E-01,4.73246640000E+02,4.73160800000E+02
1.31000000000E+03,7.33808700000E-01,4.73246640000E+02,4.73160800000E+02
1.31000000000E+03,7.33808700000E-01,4.73246640000E+02,4.73160800000E+02
1.31000000000E+03,7.33808700000E-01,4.73246640000E+02,4.73160800000E+02
1.31000000000E+03,7.33808700000E-01,4.73246640000E+02,4.73160800000E+02
1.31000000000E+03,7.33808700000E-01,4.73246640000E+02,4.73160800000E+02
1.31000000000E+03,7.33808700000E-01,4.73246640000E+02,4.73160800000E+02
1.31000000000E+03,7.33808700000E-01,4.73246640000E+02,4.73160800000E+02
1.31000000000E+03,7.33808700000E-01,4.73246640000E+02,4.73160800000E+02
1.32000000000E+03,7.33808700000E-01,4.73593440000E+02,4.73308990000E+02
1.32000000000E+03,7.33808700000E-01,4.73593440000E+02,4.73308990000E+02
1.32000000000E+03,7.33808700000E-01,4.73593440000E+02,4.73308990000E+02
1.32000000000E+03,7.33808700000E-01,4.73593440000E+02,4.73308990000E+02
1.32000000000E+03,7.33808700000E-01,4.73593440000E+02,4.73308990000E+02
1.32000000000E+03,7.33808700000E-01,4.73593440000E+02,4.73308990000E+02
1.32000000000E+03,7.33808700000E-01,4.73593440000E+02,4.73308990000E+02
1.32000000000E+03,7.33808700000E-01,4.73593440000E+02,4.73308990000E+02
1.32000000000E+03,7.33808700000E-01,4.73593440000E+02,4.73308990000E+02
1.32000000000E+03,7.33808700000E-01,4.73593440000E+02,4.73308990000E+02
1.33000000000E+03,7.33808700000E-01,4.73924350000E+02,4.73450350000E+02
1.33000000000E+03,7.33808700000E-01,4.73924350000E+02,4.73450350000E+02
1.33000000000E+03,7.33808700000E-01,4.73924350000E+02,4.73450350000E+02
1.33000000000E+03,7.33808700000E-01,4.73924350000E+02,4.73450350000E+02
1.33000000000E+03,7.33808700000E-01,4.73924350000E+02,4.73450350000E+02
1.33000000000E+03,7.33808700000E-01,4.73924350000E+02,4.73450350000E+02
1.33000000000E+03,7.33808700000E-01,4.73924350000E+02,4.73450350000E+02
1.33000000000E+03,7.33808700000E-01,4.73924350000E+02,4.73450350000E+02
1.33000000000E+03,7.33808700000E-01,4.73924350000E+02,4.73450350000E+02
1.33000000000E+03,7.33808700000E-01,4.73924350000E+02,4.73450350000E+02
1.34000000000E+03,7.33808700000E-01,4.74240080000E+02,4.73586430000E+02
1.34000000000E+03,7.33808700000E-01,4.74240080000E+02,4.73586430000E+02
1.34000000000E+03,7.33808700000E-01,4.74240080000E+02,4.73586430000E+02
1.34000000000E+03,7.33808700000E-01,4.74240080000E+02,4.73586430000E+02
1.34000000000E+03,7.33808700000E-01,4.74240080000E+02,4.73586430000E+02
1.34000000000E+03,7.33808700000E-01,4.74240080000E+02,4.73586430000E+02
1.34000000000E+03,7.33808700000E-01,4.74240080000E+02,4.73586430000E+02
1.34000000000E+03,7.33808700000E-01,4.74240080000E+02,4.73586430000E+02
1.34000000000E+03,7.33808700000E-01,4.74240080000E+02,4.73586430000E+02
1.34000000000E+03,7.33808700000E-01,4.74240080000E+02,4.73586430000E+02
1.35000000000E+03,7.33808700000E-01,4.74541350000E+02,4.73715090000E+02
1.35000000000E+03,7.33808700000E-01,4.74541350000E+02,4.73715090000E+02
1.35000000000E+03,7.33808700000E-01,4.74541350000E+02,4.73715090000E+02
1.35000000000E+03,7.33808700000E-01,4.74541350000E+02,4.73715090000E+02
1.35000000000E+03,7.33808700000E-01,4.74541350000E+02,4.73715090000E+02
1.35000000000E+03,7.33808700000E-01,4.74541350000E+02,4.73715090000E+02
1.35000000000E+03,7.33808700000E-01,4.74541350000E+02,4.73715090000E+02
1.35000000000E+03,7.33808700000E-01,4.74541350000E+02,4.73715090000E+02
1.35000000000E+03,7.33808700000E-01,4.74541350000E+02,4.73715090000E+02
1.35000000000E+03,7.33808700000E-01,4.74541350000E+02,4.73715090000E+02
1.36000000000E+03,7.33808700000E-01,4.74828800000E+02,4.73837980000E+02
1.36000000000E+03,7.33808700000E-01,4.74828800000E+02,4.73837980000E+02
1.36000000000E+03,7.33808700000E-01,4.74828800000E+02,4.73837980000E+02
1.36000000000E+03,7.33808700000E-01,4.74828800000E+02,4.73837980000E+02
1.36000000000E+03,7.33808700000E-01,4.74828800000E+02,4.73837980000E+02
1.36000000000E+03,7.33808700000E-01,4.74828800000E+02,4.73837980000E+02
1.36000000000E+03,7.33808700000E-01,4.74828800000E+02,4.73837980000E+02
1.36000000000E+03,7.33808700000E-01,4.74828800000E+02,4.73837980000E+02
1.36000000000E+03,7.33808700000E-01,4.74828800000E+02,4.73837980000E+02
1.36000000000E+03,7.33808700000E-01,4.74828800000E+02,4.73837980000E+02
1.37000000000E+03,7.33808700000E-01,4.75103060000E+02,4.73956330000E+02
1.37000000000E+03,7.33808700000E-01,4.75103060000E+02,4.73956330000E+02
1.37000000000E+03,7.33808700000E-01,4.75103060000E+02,4.73956330000E+02
1.37000000000E+03,7.33808700000E-01,4.75103060000E+02,4.73956330000E+02
1.37000000000E+03,7.33808700000E-01,4.75103060000E+02,4.73956330000E+02
1.37000000000E+03,7.33808700000E-01,4.75103060000E+02,4.73956330000E+02
1.37000000000E+03,7.33808700000E-01,4.75103060000E+02,4.73956330000E+02
1.37000000000E+03,7.33808700000E-01,4.75103060000E+02,4.73956330000E+02
1.37000000000E+03,7.33808700000E-01,4.75103060000E+02,4.73956330000E+02
1.37000000000E+03,7.33808700000E-01,4.75103060000E+02,4.73956330000E+02
1.38000000000E+03,7.33808700000E-01,4.75364720000E+02,4.74068150000E+02
1.38000000000E+03,7.33808700000E-01,4.75364720000E+02,4.74068150000E+02
1.38000000000E+03,7.33808700000E-01,4.75364720000E+02,4.74068150000E+02
1.38000000000E+03,7.33808700000E-01,4.75364720000E+02,4.74068150000E+02
1.38000000000E+03,7.33808700000E-01,4.75364720000E+02,4.74068150000E+02
1.38000000000E+03,7.33808700000E-01,4.75364720000E+02,4.74068150000E+02
1.38000000000E+03,7.33808700000E-01,4.75364720000E+02,4.74068150000E+02
1.38000000000E+03,7.33808700000E-01,4.75364720000E+02,4.74068150000E+02
1.38000000000E+03,7.33808700000E-01,4.75364720000E+02,4.74068150000E+02
1.38000000000E+03,7.33808700000E-01,4.75364720000E+02,4.74068150000E+02
1.39000000000E+03,7.33808700000E-01,4.75614380000E+02,4.74174740000E+02
1.39000000000E+03,7.33808700000E-01,4.75614380000E+02,4.74174740000E+02
1.39000000000E+03,7.33808700000E-01,4.75614380000E+02,4.74174740000E+02
1.39000000000E+03,7.33808700000E-01,4.75614380000E+02,4.74174740000E+02
1.39000000000E+03,7.33808700000E-01,4.75614380000E+02,4.74174740000E+02
1.39000000000E+03,7.33808700000E-01,4.75614380000E+02,4.74174740000E+02
1.39000000000E+03,7.33808700000E-01,4.75614380000E+02,4.74174740000E+02
1.39000000000E+03,7.33808700000E-01,4.75614380000E+02,4.74174740000E+02
1.39000000000E+03,7.33808700000E-01,4.75614380000E+02,4.74174740000E+02
1.39000000000E+03,7.33808700000E-01,4.75614380000E+02,4.74174740000E+02
